name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
Singapore,2014-01-01,29.0,24.9,26.9,34.4,24.9,29.2,24.3,86.2,0.17,100,4.17,rain,0,0,,23.2,25.7,1010.9,88.1,8.4,134.7,11.7,4,,2014-01-01T07:06:35,2014-01-01T19:09:26,0.0,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"48698099999,48679099999,WSAP,WSSS,48694099999,96087099999,48699099999,WMKJ,WSSL"
Singapore,2014-01-02,31.2,25.0,27.8,37.1,25.0,30.7,24.5,83.0,0.0,0,0.0,,0,0,,24.1,31.4,1010.5,87.2,8.9,179.1,15.4,6,,2014-01-02T07:07:02,2014-01-02T19:09:55,0.02,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48698099999,48679099999,WSAP,WSSS,48694099999,96087099999,48699099999,WMKJ,WSSL"
Singapore,2014-01-03,30.5,24.9,27.3,36.3,24.9,29.8,24.5,85.0,0.0,0,0.0,,0,0,,21.0,21.9,1010.5,87.5,8.7,211.0,18.2,7,,2014-01-03T07:07:30,2014-01-03T19:10:23,0.06,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48698099999,48679099999,WSAP,WSSS,48694099999,96087099999,48699099999,WMKJ,WSSL"
Singapore,2014-01-04,31.0,24.9,27.3,36.1,24.9,29.6,23.9,82.2,0.0,0,0.0,,0,0,,15.0,354.2,1010.3,86.2,9.6,164.0,14.2,6,,2014-01-04T07:07:57,2014-01-04T19:10:51,0.09,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48698099999,48679099999,WSAP,WSSS,48694099999,96087099999,48699099999,WMKJ,WSSL"
Singapore,2014-01-05,26.6,23.0,25.2,26.6,23.0,25.2,23.8,92.1,14.769,100,25.0,rain,0,0,,15.0,10.7,1009.9,90.9,9.0,89.3,7.9,3,,2014-01-05T07:08:23,2014-01-05T19:11:18,0.13,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"48698099999,48679099999,WSAP,WSSS,48694099999,96087099999,48699099999,WMKJ,WSSL"
Singapore,2014-01-06,27.0,23.9,25.5,31.2,23.9,26.3,24.7,95.3,27.167,100,29.17,rain,0,0,,17.9,27.3,1009.3,88.9,6.3,117.3,10.1,4,,2014-01-06T07:08:49,2014-01-06T19:11:46,0.16,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"48698099999,48679099999,WSAP,WSSS,48694099999,96087099999,WIDD,48699099999,WMKJ,WSSL"
Singapore,2014-01-07,30.9,24.9,27.1,36.8,24.9,29.3,24.0,84.3,0.0,0,0.0,,0,0,,18.6,10.3,1009.6,88.1,8.2,113.1,9.7,4,,2014-01-07T07:09:15,2014-01-07T19:12:12,0.19,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48698099999,48679099999,WSAP,WSSS,48694099999,96087099999,48699099999,WMKJ,WSSL"
Singapore,2014-01-08,31.9,24.7,27.6,36.5,24.7,29.7,23.3,78.2,0.0,0,0.0,,0,0,,23.2,12.7,1009.8,84.4,10.0,114.4,10.0,4,,2014-01-08T07:09:40,2014-01-08T19:12:39,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48698099999,48679099999,WSAP,WSSS,48694099999,96087099999,48699099999,WMKJ,WSSL"
Singapore,2014-01-09,29.2,24.8,26.3,34.2,24.8,27.3,24.0,87.5,1.736,100,4.17,rain,0,0,,16.0,354.9,1009.9,85.4,9.6,143.6,12.3,5,,2014-01-09T07:10:04,2014-01-09T19:13:04,0.26,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"48698099999,48679099999,WSAP,WSSS,48694099999,96087099999,48699099999,WMKJ,WSSL"
Singapore,2014-01-10,30.8,24.6,27.3,36.6,24.6,29.8,24.3,84.9,0.0,0,0.0,,0,0,,12.8,35.3,1009.8,85.4,9.9,148.0,12.7,6,,2014-01-10T07:10:28,2014-01-10T19:13:30,0.3,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48698099999,48679099999,WSAP,WSSS,48694099999,96087099999,WIDD,48699099999,WMKJ,WSSL"
Singapore,2014-01-11,32.4,23.9,27.2,38.6,23.9,29.5,23.7,82.0,5.209,100,4.17,rain,0,0,,23.2,13.7,1010.6,86.5,10.1,127.7,11.2,4,,2014-01-11T07:10:52,2014-01-11T19:13:55,0.33,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"48698099999,48679099999,WSAP,WSSS,48694099999,96087099999,48699099999,WMKJ,WSSL"
Singapore,2014-01-12,28.9,24.9,26.5,34.0,24.9,28.0,24.3,88.4,15.627,100,4.17,rain,0,0,,23.9,22.7,1011.4,86.2,9.6,102.9,8.9,3,,2014-01-12T07:11:14,2014-01-12T19:14:19,0.36,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"48698099999,48679099999,WSAP,WSSS,48694099999,96087099999,48699099999,WMKJ,WSSL"
Singapore,2014-01-13,30.0,24.9,27.2,34.5,24.9,29.0,23.4,80.6,0.0,0,0.0,,0,0,,27.2,30.9,1011.1,87.4,9.7,183.8,15.9,6,,2014-01-13T07:11:37,2014-01-13T19:14:43,0.4,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48698099999,48679099999,WSAP,WSSS,48694099999,96087099999,48699099999,WMKJ,WSSL"
Singapore,2014-01-14,29.9,24.7,26.9,33.8,24.7,28.4,22.7,78.5,0.0,0,0.0,,0,0,,26.8,28.9,1011.7,88.1,10.0,272.6,23.7,10,,2014-01-14T07:11:58,2014-01-14T19:15:06,0.43,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48698099999,48679099999,WSAP,WSSS,48694099999,96087099999,48699099999,WMKJ,WSSL"
Singapore,2014-01-15,28.0,24.7,26.2,31.0,24.7,27.2,22.1,78.5,0.0,0,0.0,,0,0,,24.4,30.4,1012.8,84.1,9.9,262.9,22.7,9,,2014-01-15T07:12:19,2014-01-15T19:15:28,0.46,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48698099999,48679099999,WSAP,WSSS,48694099999,96087099999,48699099999,WMKJ,WSSL"
Singapore,2014-01-16,29.0,24.0,26.2,32.2,24.0,27.2,22.0,78.2,0.0,0,0.0,,0,0,,24.6,30.1,1012.9,85.6,9.2,198.1,17.0,7,,2014-01-16T07:12:39,2014-01-16T19:15:50,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48698099999,48679099999,WSAP,WSSS,48694099999,96087099999,48699099999,WMKJ,WSSL"
Singapore,2014-01-17,29.6,24.0,26.4,31.4,24.0,27.1,21.1,73.7,0.0,0,0.0,,0,0,,27.6,23.9,1012.5,89.2,9.7,267.4,23.3,9,,2014-01-17T07:12:58,2014-01-17T19:16:11,0.53,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48698099999,48679099999,WSAP,WSSS,48694099999,96087099999,48699099999,WMKJ,WSSL"
Singapore,2014-01-18,29.6,24.6,26.5,32.1,24.6,27.3,21.4,74.1,0.0,0,0.0,,0,0,48.2,28.1,28.3,1013.3,87.9,10.2,247.4,21.4,9,,2014-01-18T07:13:17,2014-01-18T19:16:32,0.57,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48698099999,48679099999,WSAP,WSSS,48694099999,96087099999,48699099999,WMKJ,WSSL"
Singapore,2014-01-19,29.0,23.9,26.3,31.8,23.9,27.2,21.3,74.4,0.0,0,0.0,,0,0,,25.9,22.2,1013.8,86.8,9.9,224.6,19.4,8,,2014-01-19T07:13:35,2014-01-19T19:16:52,0.6,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48698099999,48679099999,WSAP,WSSS,48694099999,96087099999,48699099999,WMKJ,WSSL"
Singapore,2014-01-20,29.5,23.9,26.2,31.6,23.9,26.9,20.8,72.8,0.0,0,0.0,,0,0,,27.0,21.0,1013.4,87.1,10.1,264.8,22.8,9,,2014-01-20T07:13:52,2014-01-20T19:17:11,0.63,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48698099999,48679099999,WSAP,WSSS,48694099999,96087099999,48699099999,WMKJ,WSSL"
Singapore,2014-01-21,29.0,23.7,25.9,30.5,23.7,26.6,20.9,74.4,0.0,0,0.0,,0,0,,28.0,23.3,1013.2,86.6,9.7,238.9,20.6,8,,2014-01-21T07:14:08,2014-01-21T19:17:29,0.67,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48698099999,48679099999,WSAP,WSSS,48694099999,96087099999,48699099999,WMKJ,WSSL"
Singapore,2014-01-22,28.9,23.7,25.9,30.4,23.7,26.5,20.3,72.2,0.0,0,0.0,,0,0,,28.5,23.5,1013.1,88.3,10.0,112.1,9.7,4,,2014-01-22T07:14:24,2014-01-22T19:17:47,0.7,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48698099999,48679099999,WSAP,WSSS,48694099999,96087099999,48699099999,WMKJ,WSSL"
Singapore,2014-01-23,29.5,24.0,26.1,31.5,24.0,26.6,20.8,73.4,0.0,0,0.0,,0,0,,26.8,30.0,1012.9,84.3,8.3,244.3,21.1,9,,2014-01-23T07:14:39,2014-01-23T19:18:04,0.74,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48698099999,48679099999,WSAP,WSSS,48694099999,96087099999,48699099999,WMKJ,WSSL"
Singapore,2014-01-24,28.9,24.0,25.9,31.0,24.0,26.6,21.2,75.7,0.0,0,0.0,,0,0,,23.4,26.5,1011.5,87.7,9.2,227.9,19.6,8,,2014-01-24T07:14:53,2014-01-24T19:18:20,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48698099999,48679099999,WSAP,WSSS,48694099999,96087099999,48699099999,WMKJ,WSSL"
Singapore,2014-01-25,29.0,23.7,25.9,31.8,23.7,26.8,21.5,77.3,0.0,0,0.0,,0,0,,22.2,36.9,1010.9,88.1,9.3,250.5,21.6,9,,2014-01-25T07:15:06,2014-01-25T19:18:36,0.8,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48698099999,48679099999,WSAP,WSSS,48694099999,96087099999,48699099999,WMKJ,WSSL"
Singapore,2014-01-26,29.0,22.7,25.6,31.9,22.7,26.5,21.2,77.1,0.0,0,0.0,,0,0,,24.2,34.1,1011.4,86.4,9.8,255.1,22.1,9,,2014-01-26T07:15:18,2014-01-26T19:18:51,0.84,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48698099999,48679099999,WSAP,WSSS,48694099999,96087099999,48699099999,WMKJ,WSSL"
Singapore,2014-01-27,29.6,23.6,26.0,32.3,23.6,27.0,21.6,77.1,0.0,0,0.0,,0,0,,25.4,35.0,1011.4,88.5,10.0,259.8,22.5,9,,2014-01-27T07:15:30,2014-01-27T19:19:05,0.87,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48698099999,48679099999,WSAP,WSSS,48694099999,96087099999,48699099999,WMKJ,WSSL"
Singapore,2014-01-28,29.9,24.4,26.7,32.9,24.4,27.8,21.9,75.7,0.0,0,0.0,,0,0,,27.1,36.5,1011.3,88.6,10.1,266.4,23.0,10,,2014-01-28T07:15:40,2014-01-28T19:19:18,0.91,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48698099999,48679099999,WSAP,WSSS,48694099999,96087099999,48699099999,WMKJ,WSSL"
Singapore,2014-01-29,30.6,24.1,26.7,31.7,24.1,27.3,20.6,71.0,0.0,0,0.0,,0,0,,23.9,33.7,1011.9,84.3,10.2,274.5,23.7,10,,2014-01-29T07:15:50,2014-01-29T19:19:30,0.94,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48698099999,48679099999,WSAP,WSSS,48694099999,96087099999,48699099999,WMKJ,WSSL"
Singapore,2014-01-30,30.6,22.7,26.1,31.9,22.7,26.8,20.6,72.8,0.0,0,0.0,,0,0,,19.3,31.9,1012.3,88.5,10.2,276.6,24.0,10,,2014-01-30T07:15:59,2014-01-30T19:19:42,0.97,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48698099999,48679099999,WSAP,WSSS,48694099999,96087099999,48699099999,WMKJ,WSSL"
Singapore,2014-01-31,30.9,23.6,26.4,32.1,23.6,27.0,20.5,71.6,0.0,0,0.0,,0,0,,18.9,32.1,1012.4,84.1,10.0,308.3,26.6,10,,2014-01-31T07:16:07,2014-01-31T19:19:53,0.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48698099999,48679099999,WSAP,WSSS,48694099999,96087099999,48699099999,WMKJ,WSSL"
Singapore,2014-02-01,31.3,22.3,26.1,32.1,22.3,26.5,19.4,68.4,0.0,0,0.0,,0,0,,19.4,28.4,1011.1,88.5,10.3,254.4,22.0,8,,2014-02-01T07:16:15,2014-02-01T19:20:03,0.04,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48698099999,48679099999,WSAP,WSSS,48694099999,96087099999,48699099999,WMKJ,WSSL"
Singapore,2014-02-02,30.3,22.7,25.8,32.7,22.7,26.6,20.6,74.0,0.0,0,0.0,,0,0,,17.6,29.5,1010.0,87.2,10.2,268.0,23.3,9,,2014-02-02T07:16:21,2014-02-02T19:20:12,0.08,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48698099999,48679099999,WSAP,WSSS,48694099999,96087099999,48699099999,WMKJ,WSSL"
Singapore,2014-02-03,31.6,22.9,26.6,33.3,22.9,27.3,20.4,70.5,0.0,0,0.0,,0,0,,14.1,39.8,1008.1,86.9,10.3,281.0,24.3,10,,2014-02-03T07:16:27,2014-02-03T19:20:20,0.11,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48698099999,48679099999,WSAP,WSSS,48694099999,96087099999,48699099999,WMKJ,WSSL"
Singapore,2014-02-04,32.4,23.7,26.8,34.9,23.7,28.0,21.5,74.2,0.0,0,0.0,,0,0,,14.7,36.4,1007.1,89.1,10.0,258.3,22.3,9,,2014-02-04T07:16:32,2014-02-04T19:20:28,0.14,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48698099999,48679099999,WSAP,WSSS,48694099999,96087099999,48699099999,WMKJ,WSSL"
Singapore,2014-02-05,30.9,23.0,26.4,33.8,23.0,27.3,21.2,74.3,0.0,0,0.0,,0,0,,16.6,39.1,1007.3,87.6,9.9,235.5,20.4,9,,2014-02-05T07:16:36,2014-02-05T19:20:35,0.17,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48698099999,48679099999,WSAP,WSSS,48694099999,96087099999,48699099999,WMKJ,WSSL"
Singapore,2014-02-06,31.9,23.3,26.7,35.1,23.3,27.9,21.4,73.6,0.0,0,0.0,,0,0,,17.9,31.9,1007.5,89.1,10.2,296.7,25.6,10,,2014-02-06T07:16:39,2014-02-06T19:20:41,0.21,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48698099999,48679099999,WSAP,WSSS,48694099999,96087099999,48699099999,WMKJ,WSSL"
Singapore,2014-02-07,31.8,23.9,26.9,35.3,23.9,28.2,21.9,75.1,0.0,0,0.0,,0,0,,13.2,35.1,1007.6,88.5,10.2,210.9,18.2,8,,2014-02-07T07:16:41,2014-02-07T19:20:46,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48698099999,48679099999,WSAP,WSSS,48694099999,96087099999,48699099999,WMKJ,WSSL"
Singapore,2014-02-08,31.9,23.7,26.7,37.1,23.7,28.2,23.2,82.3,0.174,100,4.17,rain,0,0,,15.2,40.6,1007.0,82.6,8.7,262.6,22.5,9,,2014-02-08T07:16:42,2014-02-08T19:20:50,0.27,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48698099999,48679099999,WSAP,WSSS,48694099999,96087099999,48699099999,WMKJ,WSSL"
Singapore,2014-02-09,31.9,25.0,27.6,37.3,25.0,29.8,23.6,79.9,0.0,0,0.0,,0,0,,11.4,33.5,1007.3,85.1,9.3,277.4,24.0,9,,2014-02-09T07:16:43,2014-02-09T19:20:54,0.31,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48698099999,48679099999,WSAP,WSSS,48694099999,96087099999,48699099999,WMKJ,WSSL"
Singapore,2014-02-10,32.9,24.7,27.9,37.6,24.7,30.0,23.3,77.4,0.0,0,0.0,,0,0,,12.9,33.5,1007.8,87.8,9.1,267.3,23.0,9,,2014-02-10T07:16:43,2014-02-10T19:20:57,0.34,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48698099999,48679099999,WSAP,WSSS,48694099999,96087099999,48699099999,WMKJ,WSSL"
Singapore,2014-02-11,32.0,25.6,28.0,37.0,25.6,30.1,23.2,76.3,0.0,0,0.0,,0,0,,22.8,35.3,1008.0,89.0,10.1,273.7,23.7,9,,2014-02-11T07:16:42,2014-02-11T19:20:59,0.37,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48698099999,48679099999,WSAP,WSSS,48694099999,96087099999,48699099999,WMKJ,WSSL"
Singapore,2014-02-12,32.0,24.7,27.6,36.4,24.7,29.6,22.9,76.6,0.0,0,0.0,,0,0,,28.0,37.7,1008.2,88.5,10.1,277.8,24.0,10,,2014-02-12T07:16:40,2014-02-12T19:21:00,0.41,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48698099999,48679099999,WSAP,WSSS,48694099999,96087099999,48699099999,WMKJ,WSSL"
Singapore,2014-02-13,33.5,25.9,28.3,38.0,25.9,30.5,23.4,76.2,0.0,0,0.0,,0,0,,27.4,33.9,1010.1,87.9,9.7,206.6,17.8,8,,2014-02-13T07:16:37,2014-02-13T19:21:01,0.44,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48698099999,48679099999,WSAP,WSSS,48694099999,96087099999,48699099999,WMKJ,WSSL"
Singapore,2014-02-14,31.2,25.4,27.7,35.5,25.4,29.9,23.4,78.2,0.0,0,0.0,,0,0,,26.6,35.2,1010.7,86.1,9.7,138.7,11.9,5,,2014-02-14T07:16:34,2014-02-14T19:21:01,0.47,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48698099999,48679099999,WSAP,WSSS,48694099999,96087099999,48699099999,WMKJ,WSSL"
Singapore,2014-02-15,31.6,25.1,27.8,35.9,25.1,29.8,22.9,75.4,0.0,0,0.0,,0,0,,28.6,36.2,1010.5,88.1,9.9,230.4,19.9,8,,2014-02-15T07:16:30,2014-02-15T19:21:00,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48698099999,48679099999,WSAP,WSSS,48694099999,96087099999,48699099999,WMKJ,WSSL"
Singapore,2014-02-16,31.0,25.0,27.8,35.2,25.0,29.7,22.6,74.0,0.0,0,0.0,,0,0,,24.8,44.0,1011.3,85.2,9.8,187.4,16.2,7,,2014-02-16T07:16:25,2014-02-16T19:20:59,0.54,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48698099999,48679099999,WSAP,WSSS,48694099999,96087099999,48699099999,WMKJ,WSSL"
Singapore,2014-02-17,31.3,25.7,27.8,35.4,25.7,29.6,22.9,75.6,0.0,0,0.0,,0,0,,23.3,40.7,1012.3,88.2,9.9,215.3,18.7,7,,2014-02-17T07:16:19,2014-02-17T19:20:56,0.58,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48698099999,48679099999,WSAP,WSSS,48694099999,96087099999,48699099999,WMKJ,WSSL"
Singapore,2014-02-18,32.0,25.0,27.9,36.4,25.0,30.0,23.4,78.0,0.0,0,0.0,,0,0,,21.3,38.3,1011.7,89.0,9.5,198.7,17.1,7,,2014-02-18T07:16:13,2014-02-18T19:20:53,0.61,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48698099999,48679099999,WSAP,WSSS,48694099999,96087099999,48699099999,WMKJ,WSSL"
Singapore,2014-02-19,32.6,24.7,27.7,36.2,24.7,29.4,23.0,76.7,0.0,0,0.0,,0,0,,21.7,48.6,1010.6,89.2,9.8,235.0,20.3,8,,2014-02-19T07:16:06,2014-02-19T19:20:50,0.65,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48698099999,48679099999,WSAP,WSSS,48694099999,96087099999,48699099999,WMKJ,WSSL"
Singapore,2014-02-20,32.0,24.7,27.7,34.7,24.7,29.2,22.1,73.2,0.0,0,0.0,,0,0,,26.8,42.8,1011.5,89.2,10.2,268.0,23.3,9,,2014-02-20T07:15:58,2014-02-20T19:20:46,0.68,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48698099999,48679099999,WSAP,WSSS,48694099999,96087099999,48699099999,WMKJ,WSSL"
Singapore,2014-02-21,30.4,25.7,27.7,33.5,25.7,29.3,22.5,74.2,0.0,0,0.0,,0,0,,29.3,38.6,1012.4,87.9,10.2,246.1,21.3,8,,2014-02-21T07:15:49,2014-02-21T19:20:41,0.72,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48698099999,48679099999,WSAP,WSSS,48694099999,96087099999,48699099999,WMKJ,WSSL"
Singapore,2014-02-22,32.5,25.1,28.1,35.5,25.1,29.5,21.8,70.1,0.0,0,0.0,,0,0,,32.5,32.7,1012.4,84.3,9.8,291.5,25.1,10,,2014-02-22T07:15:40,2014-02-22T19:20:35,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48698099999,48679099999,WSAP,WSSS,48694099999,96087099999,48699099999,WMKJ,WSSL"
Singapore,2014-02-23,31.9,24.7,27.6,33.9,24.7,28.7,21.5,70.8,0.0,0,0.0,,0,0,,28.5,36.4,1013.1,89.1,10.2,277.8,24.0,9,,2014-02-23T07:15:31,2014-02-23T19:20:29,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48698099999,48679099999,WSAP,WSSS,48694099999,96087099999,48699099999,WMKJ,WSSL"
Singapore,2014-02-24,31.6,24.6,27.3,33.9,24.6,28.2,21.0,69.8,0.0,0,0.0,,0,0,,27.5,40.5,1012.5,88.0,9.9,254.6,21.8,9,,2014-02-24T07:15:20,2014-02-24T19:20:22,0.82,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48698099999,48679099999,WSAP,WSSS,48694099999,96087099999,48699099999,WMKJ,WSSL"
Singapore,2014-02-25,31.5,23.7,27.0,34.0,23.7,28.1,21.0,70.5,0.0,0,0.0,,0,0,,27.2,35.5,1012.5,88.2,10.0,267.6,23.1,9,,2014-02-25T07:15:09,2014-02-25T19:20:15,0.85,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48698099999,48679099999,WSAP,WSSS,48694099999,96087099999,48699099999,WMKJ,WSSL"
Singapore,2014-02-26,31.0,24.4,27.3,33.6,24.4,28.5,21.5,71.6,0.0,0,0.0,,0,0,,27.8,36.2,1011.4,84.6,9.8,264.1,22.7,9,,2014-02-26T07:14:58,2014-02-26T19:20:07,0.89,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48698099999,48679099999,WSAP,WSSS,48694099999,96087099999,48699099999,WMKJ,WSSL"
Singapore,2014-02-27,32.6,24.9,27.9,35.9,24.9,29.5,22.4,73.5,0.0,0,0.0,,0,0,,30.0,37.3,1011.5,86.7,10.2,271.2,23.5,9,,2014-02-27T07:14:45,2014-02-27T19:19:59,0.92,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48698099999,48679099999,WSAP,WSSS,48694099999,96087099999,WIDD,48699099999,WMKJ,WSSL"
Singapore,2014-02-28,31.7,25.0,27.7,34.5,25.0,29.2,22.3,73.7,0.0,0,0.0,,0,0,,27.6,45.7,1011.5,86.6,10.2,287.9,25.0,10,,2014-02-28T07:14:33,2014-02-28T19:19:50,0.96,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48698099999,48679099999,WSAP,WSSS,48694099999,96087099999,48699099999,WMKJ,WSSL"
Singapore,2014-03-01,31.7,24.7,27.6,36.1,24.7,29.4,22.6,74.8,0.0,0,0.0,,0,0,,24.4,43.4,1010.8,88.5,10.2,282.4,24.5,10,,2014-03-01T07:14:19,2014-03-01T19:19:40,0.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48698099999,48679099999,WSAP,WSSS,48694099999,96087099999,48699099999,WMKJ,WSSL"
Singapore,2014-03-02,33.6,24.9,28.3,37.0,24.9,29.8,22.1,71.0,0.0,0,0.0,,0,0,,21.2,41.0,1010.3,88.6,10.2,257.9,22.5,9,,2014-03-02T07:14:05,2014-03-02T19:19:30,0.03,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48698099999,48679099999,WSAP,WSSS,48694099999,96087099999,48699099999,WMKJ,WSSL"
Singapore,2014-03-03,32.7,24.7,27.8,37.2,24.7,29.5,22.5,74.4,0.0,0,0.0,,0,0,,23.2,42.5,1010.5,89.2,10.0,261.6,22.6,9,,2014-03-03T07:13:51,2014-03-03T19:19:20,0.06,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48698099999,48679099999,WSAP,WSSS,48694099999,96087099999,48699099999,WMKJ,WSSL"
Singapore,2014-03-04,32.9,24.7,28.0,37.0,24.7,29.8,22.3,72.4,0.0,0,0.0,,0,0,,19.7,35.1,1011.6,88.6,9.3,286.2,24.7,10,,2014-03-04T07:13:36,2014-03-04T19:19:09,0.09,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48698099999,48679099999,WSAP,WSSS,48694099999,96087099999,WIDD,48699099999,WMKJ,WSSL"
Singapore,2014-03-05,33.6,24.5,28.0,35.1,24.5,28.9,20.7,66.9,0.0,0,0.0,,0,0,,23.6,40.0,1011.8,86.2,10.0,313.3,27.0,10,,2014-03-05T07:13:21,2014-03-05T19:18:57,0.12,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48698099999,48679099999,WSAP,WSSS,48694099999,96087099999,48699099999,WMKJ,WSSL"
Singapore,2014-03-06,32.3,24.6,27.6,34.7,24.6,28.8,21.2,69.8,0.0,0,0.0,,0,0,,24.7,45.8,1011.0,86.4,10.0,289.7,25.2,9,,2014-03-06T07:13:05,2014-03-06T19:18:46,0.16,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48698099999,48679099999,WSAP,WSSS,48694099999,96087099999,48699099999,WMKJ,WSSL"
Singapore,2014-03-07,32.6,24.0,27.8,36.5,24.0,29.8,22.4,73.9,0.0,0,0.0,,0,0,,22.8,46.3,1011.5,88.4,9.0,299.2,25.9,10,,2014-03-07T07:12:49,2014-03-07T19:18:33,0.19,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48698099999,48679099999,WSAP,WSSS,48694099999,96087099999,48699099999,WMKJ,WSSL"
Singapore,2014-03-08,33.0,24.7,28.0,37.5,24.7,30.0,22.8,74.8,0.0,0,0.0,,0,0,,22.7,41.4,1011.8,89.1,7.6,273.5,23.5,9,,2014-03-08T07:12:33,2014-03-08T19:18:21,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48698099999,48679099999,WSAP,WSSS,48694099999,96087099999,48699099999,WMKJ,WSSL"
Singapore,2014-03-09,32.8,24.4,27.8,36.2,24.4,29.3,21.6,70.1,0.0,0,0.0,,0,0,,25.6,44.2,1011.3,88.0,8.6,288.0,25.0,10,,2014-03-09T07:12:16,2014-03-09T19:18:08,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48698099999,48679099999,WSAP,WSSS,48694099999,96087099999,48699099999,WMKJ,WSSL"
