Variable:,pr
,China,"Anhui Sheng","Beijing Shi","Chongqing Shi","Fujian Sheng","Gansu Sheng","Guangdong Sheng","Guangxi Zhuangzu Zizhiqu","Guizhou Sheng","Hainan Sheng","Hebei Sheng","Heilongjiang Sheng","Henan Sheng","Hubei Sheng","Hunan Sheng","Jiangsu Sheng","Jiangxi Sheng","Jilin Sheng","Liaoning Sheng","Nei Mongol Zizhiqu","Ningxia Huizu Zizhiqu","Qinghai Sheng","Shaanxi Sheng","Shandong Sheng","Shanghai Shi","Shanxi Sheng","Sichuan Sheng","Tianjin Shi","Xinjiang Uygur Zizhiqu","Xizang Zizhiqu","Yunnan Sheng","Zhejiang Sheng"
1991,587.10,1533.41,557.81,1194.59,1257.42,238.81,1358.04,1337.75,1180.34,1376.41,576.79,630.15,809.90,1245.85,1391.32,1334.08,1450.44,633.30,725.90,321.73,246.28,290.70,587.20,661.53,1360.15,493.67,854.20,635.77,111.67,299.28,1221.97,1408.35
1992,580.49,1023.30,471.96,1100.39,1979.88,317.85,2112.08,1406.12,1070.63,1634.11,481.72,520.47,643.61,1006.55,1404.11,870.97,1815.28,577.03,576.49,306.74,333.93,303.73,678.85,530.16,1135.98,530.51,832.53,463.36,137.77,245.91,977.30,1774.07
1993,635.62,1353.20,400.56,1336.48,1585.21,313.09,2054.31,1704.66,1323.11,1604.64,472.79,586.05,753.83,1329.69,1635.81,1140.84,1840.49,562.10,631.77,325.15,269.80,313.94,641.33,716.74,1439.66,477.67,948.29,458.58,150.11,290.25,1099.54,1702.32
1994,621.75,995.17,583.00,1100.10,1779.08,278.44,2087.61,2013.61,1290.56,2013.02,595.70,641.80,741.53,1095.16,1677.10,801.46,1903.49,697.26,840.64,327.44,305.79,271.88,623.43,710.22,1046.09,565.48,776.26,679.61,114.72,236.46,1169.61,1562.92
1995,596.25,1078.68,609.35,1165.37,1594.01,278.13,1818.66,1477.25,1151.92,1952.17,626.39,510.33,697.30,1155.48,1482.42,857.48,1767.26,658.93,832.89,304.09,307.61,288.90,559.05,718.65,1073.64,556.44,869.02,673.81,108.39,292.31,1197.75,1593.91
1996,607.64,1316.86,540.43,1210.74,1504.05,294.79,1745.79,1558.72,1221.24,1736.79,598.53,527.75,914.99,1335.41,1434.17,1070.92,1520.88,571.88,743.59,322.78,326.82,313.84,694.23,696.88,1072.56,610.40,820.77,592.29,134.74,291.05,1150.70,1409.89
1997,593.57,1040.00,379.19,998.93,2059.57,239.07,2356.44,1842.30,1291.42,2035.41,399.35,548.83,581.01,1013.26,1628.24,869.60,1971.41,521.14,583.53,269.06,227.29,289.18,464.10,542.34,1158.41,362.63,778.29,412.15,92.78,283.84,1231.13,1648.17
1998,669.88,1418.80,579.61,1378.72,1866.24,321.39,1873.93,1553.77,1188.58,1564.78,584.17,612.05,955.76,1365.22,1594.57,1172.17,1973.22,684.92,828.32,395.50,334.57,343.14,703.20,793.86,1199.53,532.90,1006.77,632.67,149.94,326.71,1130.81,1689.04
1999,595.39,1196.58,357.99,1222.42,1655.54,289.93,1616.17,1572.44,1272.36,1883.33,402.64,466.65,613.76,1164.36,1594.12,955.87,1842.71,530.51,540.90,260.31,279.48,325.46,550.90,527.31,1227.36,392.71,927.61,379.13,128.38,320.40,1295.08,1681.55
2000,599.93,1141.51,414.84,1249.28,1807.40,277.19,1822.99,1376.63,1274.03,2034.85,463.81,524.57,959.55,1260.98,1489.50,1063.22,1678.67,564.40,507.04,247.40,242.51,301.87,653.66,676.07,1285.27,486.74,893.88,438.55,117.61,331.49,1189.08,1664.36
2001,576.02,955.59,407.71,950.81,1824.50,273.69,2171.57,1718.48,1111.71,2067.52,405.67,411.19,548.77,900.59,1372.90,894.26,1673.13,509.36,589.69,244.86,322.78,289.19,586.50,626.75,1208.04,423.90,852.36,428.72,115.15,304.32,1321.97,1581.11
2002,632.54,1317.23,374.73,1243.14,1857.58,286.76,1950.64,1825.17,1294.29,1980.22,403.83,542.43,742.30,1395.12,1885.59,971.04,2056.11,565.93,580.29,272.32,337.52,330.27,619.85,441.84,1384.68,494.65,813.93,367.28,139.43,303.25,1214.79,1858.55
2003,598.55,1499.93,463.61,1234.91,1135.96,351.86,1445.44,1265.55,1025.75,1380.57,559.23,570.27,1092.86,1321.32,1256.32,1205.32,1351.05,568.43,637.26,337.13,364.38,322.49,873.23,909.13,867.44,700.86,894.90,517.74,156.42,313.83,974.30,1165.04
2004,569.61,1057.06,500.06,1263.33,1342.17,273.74,1436.44,1317.74,1140.72,1189.56,546.04,490.64,790.56,1172.08,1441.09,836.00,1441.52,556.57,695.52,271.27,264.19,323.77,636.43,759.55,992.68,536.82,905.38,553.82,123.58,316.06,1139.39,1372.12
2005,598.08,1236.44,463.26,1165.05,1794.34,298.12,1816.95,1440.51,1024.87,1631.72,487.10,515.62,912.64,1173.34,1358.88,1066.36,1693.27,701.17,779.94,249.98,231.67,363.93,639.56,760.94,1023.71,449.98,888.72,540.43,143.31,295.33,1073.71,1562.18
2006,572.43,1135.79,388.64,977.46,1976.01,275.07,2076.18,1526.98,1140.44,1503.93,420.64,546.40,746.19,1017.08,1474.04,1008.86,1756.64,557.08,620.98,264.32,269.47,298.61,594.02,575.69,1048.11,483.94,744.49,420.95,106.66,266.65,1078.11,1509.44
2007,578.02,1210.02,443.84,1298.69,1490.58,335.81,1548.62,1370.96,1174.32,1485.66,492.72,451.50,866.61,1219.41,1230.34,1123.08,1365.01,545.13,664.33,239.14,302.96,351.94,709.01,841.67,1117.73,586.68,871.54,516.18,125.61,283.70,1199.75,1478.71
2008,613.40,1157.38,526.87,1301.12,1578.19,274.42,1871.37,1789.99,1323.76,1991.11,537.68,496.78,808.42,1247.51,1415.07,1010.76,1541.15,587.54,644.14,306.13,266.50,343.98,654.82,759.66,1105.69,523.33,902.97,554.90,104.44,318.75,1228.03,1432.77
2009,557.75,1209.49,404.22,1074.93,1488.29,279.78,1612.17,1306.30,986.40,2141.73,460.19,591.65,776.84,1091.80,1269.66,1094.16,1444.19,563.71,585.20,265.23,260.32,379.08,672.99,696.85,1290.15,552.96,825.16,471.50,106.00,253.60,954.30,1557.90
2010,640.06,1340.34,485.34,1197.45,2073.90,308.60,1942.74,1462.21,1153.26,1632.90,540.27,555.79,790.52,1282.67,1610.11,1026.12,2157.06,736.15,939.54,289.00,299.20,357.99,702.62,681.59,1214.43,525.04,891.92,525.06,140.68,293.54,1077.26,2029.75
2011,531.01,1025.57,473.12,1087.81,1264.72,317.87,1462.11,1228.04,856.07,2054.00,511.90,468.60,703.19,960.57,1039.38,998.63,1243.00,473.49,612.02,264.01,308.76,339.24,784.67,724.81,1028.92,579.03,789.27,542.99,126.52,305.36,928.29,1331.18
2012,644.75,1173.34,517.68,1168.72,2068.41,328.41,1888.61,1597.28,1138.59,2202.36,578.36,649.93,622.77,1105.51,1640.43,963.93,2180.95,757.99,884.65,372.03,339.52,387.40,625.78,659.30,1312.97,553.15,906.49,693.04,124.12,275.54,989.95,2040.26
2013,613.54,1049.56,518.32,1142.81,1575.00,323.44,2132.95,1623.09,1036.61,2050.17,546.89,693.83,665.49,1095.05,1321.47,875.46,1473.27,751.51,786.64,354.48,308.88,300.90,698.50,646.62,1022.48,598.02,890.19,557.97,137.54,305.57,1072.13,1466.79
2014,614.42,1244.30,441.63,1375.69,1804.36,326.04,1889.75,1618.23,1490.88,1785.99,469.48,510.19,724.24,1178.10,1524.81,1065.75,1741.01,499.18,470.27,297.62,321.20,368.32,692.06,603.11,1270.89,554.22,953.97,473.10,109.03,283.87,1097.46,1749.21
2015,632.56,1505.55,442.92,1428.33,1943.24,274.60,1841.62,1671.58,1466.01,1751.69,501.97,540.07,857.29,1322.73,1587.18,1155.62,1976.48,589.17,622.33,290.02,272.87,295.43,621.21,647.29,1327.21,502.60,907.11,512.65,135.40,261.30,1172.09,1940.56
2016,673.26,1459.75,680.70,1282.31,2076.54,292.76,2319.57,1664.19,1208.35,1915.26,690.42,606.24,921.38,1342.84,1684.44,1183.29,2092.15,679.74,739.94,337.47,325.55,309.21,599.47,732.07,1287.65,660.24,880.93,765.14,159.86,295.03,1227.56,1757.40
2017,625.07,1221.61,470.57,1310.86,1642.52,335.89,1900.03,1716.06,1291.81,2262.43,494.00,533.00,745.82,1207.32,1548.45,1096.37,1693.92,548.79,580.80,247.29,347.86,370.42,755.40,656.12,1274.10,569.82,949.77,535.43,130.73,312.93,1233.35,1551.60
2018,638.14,1243.31,499.31,1217.60,1665.78,352.83,1922.11,1602.66,1265.58,1512.67,539.62,639.72,780.37,1108.03,1445.66,1126.89,1679.27,691.36,619.22,356.37,376.22,384.02,632.32,782.00,1218.17,508.98,939.07,616.04,130.89,307.13,1250.10,1518.66
2019,612.37,1088.95,422.92,1230.79,1746.10,370.29,2072.73,1550.61,1208.03,1742.97,485.42,699.68,708.36,975.08,1339.68,935.40,1731.29,671.65,652.69,318.77,282.18,378.24,727.72,614.06,1302.71,545.97,915.90,504.91,122.70,302.01,891.30,1769.04
2020,645.79,1516.16,506.61,1358.88,1591.48,301.75,1738.40,1442.64,1342.00,1708.57,573.46,658.34,959.63,1515.13,1656.19,1339.51,1783.25,642.66,796.48,350.49,316.39,321.87,721.11,844.26,1364.01,641.36,953.29,557.09,112.15,282.47,1050.89,1670.03
2021,651.75,1442.77,610.13,1374.48,1661.04,348.87,1625.32,1442.16,1358.30,1831.14,642.86,577.11,917.77,1177.41,1470.76,1306.89,1729.94,727.69,803.56,389.29,307.61,375.78,895.24,958.57,1421.88,588.04,980.32,733.97,108.70,281.58,1091.34,1904.73
